Name of Restaurant, City, Country Code, Day of Week, Start Time, End Time
Korean Burger,Brisbane,AU,3,11:00am,11:00am
Korean Burger,Brisbane,AU,4,0:00pm,0:00pm
Korean Burger,Brisbane,AU,5,0:00pm,0:00pm
Korean Burger,Brisbane,AU,6,0:00pm,0:00pm
Korean Fusion BBQ,San Jose,US,0,11:00am,11:00am
Korean Fusion BBQ,San Jose,US,2,11:00am,11:00am
Korean Fusion BBQ,San Jose,US,3,11:00am,11:00am
Korean Fusion BBQ,San Jose,US,4,11:00am,11:00am
Korean Fusion BBQ,San Jose,US,5,11:00am,11:00am
Korean Fusion BBQ,San Jose,US,6,11:00am,11:00am
Korean Signature Bibimbap,Washington,US,0,10:30am,10:30am
Korean Signature Bibimbap,Washington,US,1,10:30am,10:30am
Korean Signature Bibimbap,Washington,US,2,10:30am,10:30am
Korean Signature Bibimbap,Washington,US,3,10:30am,10:30am
Korean Signature Bibimbap,Washington,US,4,10:30am,10:30am
Kori,New York,US,0,11:30am,11:30am
Kori,New York,US,0,5:00pm,5:00pm
Kori,New York,US,1,11:30am,11:30am
Kori,New York,US,1,5:00pm,5:00pm
Kori,New York,US,2,11:30am,11:30am
Kori,New York,US,2,5:00pm,5:00pm
Kori,New York,US,3,11:30am,11:30am
Kori,New York,US,3,5:00pm,5:00pm
Kori,New York,US,4,11:30am,11:30am
Kori,New York,US,4,5:00pm,5:00pm
Kori,New York,US,5,5:00pm,5:00pm
Kosmos Espresso Cafe,Sydney,AU,0,06:00am,06:00am
Kosmos Espresso Cafe,Sydney,AU,1,06:00am,06:00am
Kosmos Espresso Cafe,Sydney,AU,2,06:00am,06:00am
Kosmos Espresso Cafe,Sydney,AU,3,06:00am,06:00am
Kosmos Espresso Cafe,Sydney,AU,4,06:00am,06:00am
Kotobuki,Washington,US,0,0:00pm,0:00pm
Kotobuki,Washington,US,0,5:00pm,5:00pm
Kotobuki,Washington,US,1,0:00pm,0:00pm
Kotobuki,Washington,US,1,5:00pm,5:00pm
Kotobuki,Washington,US,2,0:00pm,0:00pm
Kotobuki,Washington,US,2,5:00pm,5:00pm
Kotobuki,Washington,US,3,0:00pm,0:00pm
Kotobuki,Washington,US,3,5:00pm,5:00pm
Kotobuki,Washington,US,4,0:00pm,0:00pm
Kotobuki,Washington,US,4,5:00pm,5:00pm
Kotobuki,Washington,US,5,0:00pm,0:00pm
Kotobuki,Washington,US,5,5:00pm,5:00pm
Kotobuki,Washington,US,6,5:00pm,5:00pm
Kottu House,New York,US,0,0:00pm,0:00pm
Kottu House,New York,US,1,0:00pm,0:00pm
Kottu House,New York,US,2,0:00pm,0:00pm
Kottu House,New York,US,3,0:00pm,0:00pm
Kottu House,New York,US,4,0:00pm,0:00pm
Kottu House,New York,US,5,0:00pm,0:00pm
Kottu House,New York,US,6,0:00pm,0:00pm
Koy,Boston,US,0,11:00am,11:00am
Koy,Boston,US,1,11:00am,11:00am
Koy,Boston,US,2,11:00am,11:00am
Koy,Boston,US,3,11:00am,11:00am
Koy,Boston,US,4,11:00am,11:00am
Koy,Boston,US,5,11:00am,11:00am
Koy,Boston,US,6,11:00am,11:00am
Koya Bar,London,GB,0,08:30am,08:30am
Koya Bar,London,GB,1,08:30am,08:30am
Koya Bar,London,GB,2,08:30am,08:30am
Koya Bar,London,GB,3,08:30am,08:30am
Koya Bar,London,GB,4,08:30am,08:30am
Koya Bar,London,GB,5,08:30am,08:30am
Koya Bar,London,GB,6,08:30am,08:30am
Kraken & Crew,Melbourne,AU,0,10:00am,10:00am
Kraken & Crew,Melbourne,AU,1,10:00am,10:00am
Kraken & Crew,Melbourne,AU,2,10:00am,10:00am
Kraken & Crew,Melbourne,AU,3,10:00am,10:00am
Kraken & Crew,Melbourne,AU,4,10:00am,10:00am
Kraken & Crew,Melbourne,AU,5,10:00am,10:00am
Kraken Congee,Seattle,US,1,11:00am,11:00am
Kraken Congee,Seattle,US,2,11:00am,11:00am
Kraken Congee,Seattle,US,3,11:00am,11:00am
Kraken Congee,Seattle,US,4,11:00am,11:00am
Kraken Congee,Seattle,US,5,11:00am,11:00am
Krakus Restaurant,Detroit,US,0,11:00am,11:00am
Krakus Restaurant,Detroit,US,1,11:00am,11:00am
Krakus Restaurant,Detroit,US,2,11:00am,11:00am
Krakus Restaurant,Detroit,US,3,11:00am,11:00am
Krakus Restaurant,Detroit,US,4,11:00am,11:00am
Krakus Restaurant,Detroit,US,5,11:00am,11:00am
Krayvings,Las Vegas,US,0,08:00am,08:00am
Krayvings,Las Vegas,US,1,08:00am,08:00am
Krayvings,Las Vegas,US,2,08:00am,08:00am
Krayvings,Las Vegas,US,3,08:00am,08:00am
Krayvings,Las Vegas,US,4,08:00am,08:00am
Krayvings,Las Vegas,US,5,07:00am,07:00am
Krayvings,Las Vegas,US,6,07:00am,07:00am
Krazy Fish,Charlotte,US,1,11:00am,11:00am
Krazy Fish,Charlotte,US,2,11:00am,11:00am
Krazy Fish,Charlotte,US,3,11:00am,11:00am
Krazy Fish,Charlotte,US,4,11:00am,11:00am
Krazy Fish,Charlotte,US,5,10:00am,10:00am
Krazy Fish,Charlotte,US,6,10:00am,10:00am
Krazy Pizza,Detroit,US,0,10:00am,10:00am
Krazy Pizza,Detroit,US,1,10:00am,10:00am
Krazy Pizza,Detroit,US,2,10:00am,10:00am
Krazy Pizza,Detroit,US,3,10:00am,10:00am
Krazy Pizza,Detroit,US,4,10:00am,10:00am
Krazy Pizza,Detroit,US,5,10:00am,10:00am
Krazy Pizza,Detroit,US,6,0:00pm,0:00pm
Krimper,Melbourne,AU,0,07:00am,07:00am
Krimper,Melbourne,AU,1,07:00am,07:00am
Krimper,Melbourne,AU,2,07:00am,07:00am
Krimper,Melbourne,AU,3,07:00am,07:00am
Krimper,Melbourne,AU,4,07:00am,07:00am
Krimper,Melbourne,AU,5,08:00am,08:00am
Krimper,Melbourne,AU,6,08:00am,08:00am
Kuaizi Bar,Melbourne,AU,0,09:00am,09:00am
Kuaizi Bar,Melbourne,AU,1,09:00am,09:00am
Kuaizi Bar,Melbourne,AU,2,09:00am,09:00am
Kuaizi Bar,Melbourne,AU,3,09:00am,09:00am
Kuaizi Bar,Melbourne,AU,4,09:00am,09:00am
Kuaizi Bar,Melbourne,AU,5,09:00am,09:00am
Kuaizi Bar,Melbourne,AU,6,09:00am,09:00am
Kui Shin Bo,San Francisco,US,1,11:30am,11:30am
Kui Shin Bo,San Francisco,US,2,11:30am,11:30am
Kui Shin Bo,San Francisco,US,3,11:30am,11:30am
Kui Shin Bo,San Francisco,US,4,11:30am,11:30am
Kui Shin Bo,San Francisco,US,5,11:30am,11:30am
Kui Shin Bo,San Francisco,US,6,11:30am,11:30am
Kum Den Chinese Restaurant,Melbourne,AU,0,11:00am,11:00am
Kum Den Chinese Restaurant,Melbourne,AU,1,11:00am,11:00am
Kum Den Chinese Restaurant,Melbourne,AU,2,11:00am,11:00am
Kum Den Chinese Restaurant,Melbourne,AU,3,11:00am,11:00am
Kum Den Chinese Restaurant,Melbourne,AU,4,11:00am,11:00am
Kum Den Chinese Restaurant,Melbourne,AU,5,5:00pm,5:00pm
Kum Den Chinese Restaurant,Melbourne,AU,6,11:00am,11:00am
Kuma Burgers,Houston,US,0,10:30am,10:30am
Kuma Burgers,Houston,US,1,10:30am,10:30am
Kuma Burgers,Houston,US,2,10:30am,10:30am
Kuma Burgers,Houston,US,3,10:30am,10:30am
Kuma Burgers,Houston,US,4,10:30am,10:30am
Kumako,San Jose,US,0,11:00am,11:00am
Kumako,San Jose,US,0,5:00pm,5:00pm
Kumako,San Jose,US,1,11:00am,11:00am
Kumako,San Jose,US,1,5:00pm,5:00pm
Kumako,San Jose,US,2,11:00am,11:00am
Kumako,San Jose,US,2,5:00pm,5:00pm
Kumako,San Jose,US,3,11:00am,11:00am
Kumako,San Jose,US,3,5:00pm,5:00pm
Kumako,San Jose,US,4,11:00am,11:00am
Kumako,San Jose,US,4,5:00pm,5:00pm
Kumako,San Jose,US,5,11:00am,11:00am
Kumako,San Jose,US,6,11:00am,11:00am
Kuma's Corner,Chicago,US,0,11:30am,11:30am
Kuma's Corner,Chicago,US,1,11:30am,11:30am
Kuma's Corner,Chicago,US,2,11:30am,11:30am
Kuma's Corner,Chicago,US,3,11:30am,11:30am
Kuma's Corner,Chicago,US,4,11:30am,11:30am
Kuma's Corner,Chicago,US,5,11:30am,11:30am
Kuma's Corner,Chicago,US,6,0:00pm,0:00pm
Kurobuta Chelsea Pop-Up,London,GB,1,11:00am,11:00am
Kurobuta Chelsea Pop-Up,London,GB,2,11:00am,11:00am
Kurobuta Chelsea Pop-Up,London,GB,3,11:00am,11:00am
Kurobuta Chelsea Pop-Up,London,GB,4,11:00am,11:00am
Kurobuta Chelsea Pop-Up,London,GB,5,11:00am,11:00am
Kurobuta Chelsea Pop-Up,London,GB,6,11:00am,11:00am
Kuzzos Chicken & Waffles,Detroit,US,1,08:00am,08:00am
Kuzzos Chicken & Waffles,Detroit,US,2,08:00am,08:00am
Kuzzos Chicken & Waffles,Detroit,US,3,08:00am,08:00am
Kuzzos Chicken & Waffles,Detroit,US,4,08:00am,08:00am
Kuzzos Chicken & Waffles,Detroit,US,5,08:00am,08:00am
Kuzzos Chicken & Waffles,Detroit,US,6,08:00am,08:00am
Kwong Tung Inn,Detroit,US,0,10:30am,10:30am
Kwong Tung Inn,Detroit,US,1,10:30am,10:30am
Kwong Tung Inn,Detroit,US,2,10:30am,10:30am
Kwong Tung Inn,Detroit,US,3,10:30am,10:30am
Kwong Tung Inn,Detroit,US,4,10:30am,10:30am
Kwong Tung Inn,Detroit,US,5,10:30am,10:30am
Kwong Tung Inn,Detroit,US,6,10:30am,10:30am
Kwong Village,Detroit,US,0,11:00am,11:00am
Kwong Village,Detroit,US,1,11:00am,11:00am
Kwong Village,Detroit,US,2,11:00am,11:00am
Kwong Village,Detroit,US,3,11:00am,11:00am
Kwong Village,Detroit,US,4,11:00am,11:00am
Kwong Village,Detroit,US,5,11:00am,11:00am
Kwong Village,Detroit,US,6,3:00pm,3:00pm
Kyara Japanese Tapas,Las Vegas,US,0,11:00am,11:00am
Kyara Japanese Tapas,Las Vegas,US,0,5:00pm,5:00pm
Kyara Japanese Tapas,Las Vegas,US,1,11:00am,11:00am
Kyara Japanese Tapas,Las Vegas,US,1,5:00pm,5:00pm
Kyara Japanese Tapas,Las Vegas,US,2,11:00am,11:00am
Kyara Japanese Tapas,Las Vegas,US,2,5:00pm,5:00pm
Kyara Japanese Tapas,Las Vegas,US,3,11:00am,11:00am
Kyara Japanese Tapas,Las Vegas,US,3,5:00pm,5:00pm
Kyara Japanese Tapas,Las Vegas,US,4,11:00am,11:00am
Kyara Japanese Tapas,Las Vegas,US,4,5:00pm,5:00pm
Kyara Japanese Tapas,Las Vegas,US,5,5:00pm,5:00pm
Kyara Japanese Tapas,Las Vegas,US,6,5:00pm,5:00pm
Kyusu Burmese Cuisine,San Jose,US,0,11:30am,11:30am
Kyusu Burmese Cuisine,San Jose,US,0,5:00pm,5:00pm
Kyusu Burmese Cuisine,San Jose,US,2,11:30am,11:30am
Kyusu Burmese Cuisine,San Jose,US,2,5:00pm,5:00pm
Kyusu Burmese Cuisine,San Jose,US,3,11:30am,11:30am
Kyusu Burmese Cuisine,San Jose,US,3,5:00pm,5:00pm
Kyusu Burmese Cuisine,San Jose,US,4,11:30am,11:30am
Kyusu Burmese Cuisine,San Jose,US,4,5:00pm,5:00pm
Kyusu Burmese Cuisine,San Jose,US,5,11:30am,11:30am
Kyusu Burmese Cuisine,San Jose,US,5,5:00pm,5:00pm
Kyusu Burmese Cuisine,San Jose,US,6,11:30am,11:30am
Kyusu Burmese Cuisine,San Jose,US,6,5:00pm,5:00pm
L&L Hawaiian Barbecue,Las Vegas,US,0,10:00am,10:00am
L&L Hawaiian Barbecue,Las Vegas,US,1,10:00am,10:00am
L&L Hawaiian Barbecue,Las Vegas,US,2,10:00am,10:00am
L&L Hawaiian Barbecue,Las Vegas,US,3,10:00am,10:00am
L&L Hawaiian Barbecue,Las Vegas,US,4,10:00am,10:00am
L&L Hawaiian Barbecue,Las Vegas,US,5,10:00am,10:00am
L&L Hawaiian Barbecue,Las Vegas,US,6,10:00am,10:00am
L'Assiette,Auckland,NZ,0,07:00am,07:00am
L'Assiette,Auckland,NZ,1,07:00am,07:00am
L'Assiette,Auckland,NZ,2,07:00am,07:00am
L'Assiette,Auckland,NZ,3,07:00am,07:00am
L'Assiette,Auckland,NZ,4,07:00am,07:00am
L'Assiette,Auckland,NZ,5,09:00am,09:00am
L'Assiette,Auckland,NZ,6,09:00am,09:00am
L.E.S kitchen,New York,US,0,11:00am,11:00am
L.E.S kitchen,New York,US,1,11:00am,11:00am
L.E.S kitchen,New York,US,2,11:00am,11:00am
L.E.S kitchen,New York,US,3,11:00am,11:00am
L.E.S kitchen,New York,US,4,11:00am,11:00am
L.E.S kitchen,New York,US,5,0:00pm,0:00pm
L.E.S kitchen,New York,US,6,0:00pm,0:00pm
L'Espalier,Boston,US,0,11:30am,11:30am
L'Espalier,Boston,US,0,5:30pm,5:30pm
L'Espalier,Boston,US,1,11:30am,11:30am
L'Espalier,Boston,US,1,5:30pm,5:30pm
L'Espalier,Boston,US,2,11:30am,11:30am
L'Espalier,Boston,US,2,5:30pm,5:30pm
L'Espalier,Boston,US,3,11:30am,11:30am
L'Espalier,Boston,US,3,5:30pm,5:30pm
L'Espalier,Boston,US,4,11:30am,11:30am
L'Espalier,Boston,US,4,5:30pm,5:30pm
L'Espalier,Boston,US,5,0:00pm,0:00pm
L'Espalier,Boston,US,5,5:30pm,5:30pm
L'Espalier,Boston,US,6,0:00pm,0:00pm
L'Espalier,Boston,US,6,5:30pm,5:30pm
L' Patron Tacos,Chicago,US,0,10:00am,10:00am
L' Patron Tacos,Chicago,US,2,10:00am,10:00am
L' Patron Tacos,Chicago,US,3,10:00am,10:00am
L' Patron Tacos,Chicago,US,4,10:00am,10:00am
L' Patron Tacos,Chicago,US,5,10:00am,10:00am
L' Patron Tacos,Chicago,US,6,10:00am,10:00am
La Belle Miette,Melbourne,AU,0,10:00am,10:00am
La Belle Miette,Melbourne,AU,1,10:00am,10:00am
La Belle Miette,Melbourne,AU,2,10:00am,10:00am
La Belle Miette,Melbourne,AU,3,10:00am,10:00am
La Belle Miette,Melbourne,AU,4,10:00am,10:00am
La Belle Miette,Melbourne,AU,5,10:00am,10:00am
La Belle Miette,Melbourne,AU,6,10:00am,10:00am
La Bocce,Las Vegas,US,0,09:30am,09:30am
La Bocce,Las Vegas,US,1,09:30am,09:30am
La Bocce,Las Vegas,US,2,09:30am,09:30am
La Bocce,Las Vegas,US,3,09:30am,09:30am
La Bocce,Las Vegas,US,4,09:30am,09:30am
La Bocce,Las Vegas,US,5,09:30am,09:30am
La Bocce,Las Vegas,US,6,09:30am,09:30am
La Bora Pizzeria Ristorante,Sydney,AU,0,0:00pm,0:00pm
La Bora Pizzeria Ristorante,Sydney,AU,0,5:30pm,5:30pm
La Bora Pizzeria Ristorante,Sydney,AU,1,0:00pm,0:00pm
La Bora Pizzeria Ristorante,Sydney,AU,1,5:30pm,5:30pm
La Bora Pizzeria Ristorante,Sydney,AU,2,0:00pm,0:00pm
La Bora Pizzeria Ristorante,Sydney,AU,2,5:30pm,5:30pm
La Bora Pizzeria Ristorante,Sydney,AU,3,0:00pm,0:00pm
La Bora Pizzeria Ristorante,Sydney,AU,3,5:30pm,5:30pm
La Bora Pizzeria Ristorante,Sydney,AU,4,0:00pm,0:00pm
La Bora Pizzeria Ristorante,Sydney,AU,4,5:30pm,5:30pm
La Bottega,London,GB,0,08:00am,08:00am
La Bottega,London,GB,1,08:00am,08:00am
La Bottega,London,GB,2,08:00am,08:00am
La Bottega,London,GB,3,08:00am,08:00am
La Bottega,London,GB,4,08:00am,08:00am
La Bottega,London,GB,5,09:00am,09:00am
La Bottega,London,GB,6,09:00am,09:00am
La Bussola Restaurant,Liverpool,GB,0,5:00pm,5:00pm
La Bussola Restaurant,Liverpool,GB,1,5:00pm,5:00pm
La Bussola Restaurant,Liverpool,GB,2,5:00pm,5:00pm
La Bussola Restaurant,Liverpool,GB,3,5:00pm,5:00pm
La Bussola Restaurant,Liverpool,GB,4,5:00pm,5:00pm
La Bussola Restaurant,Liverpool,GB,5,5:00pm,5:00pm
La Bussola Restaurant,Liverpool,GB,6,5:00pm,5:00pm
La Cabaña,Seattle,US,0,10:00am,10:00am
La Cabaña,Seattle,US,1,10:00am,10:00am
La Cabaña,Seattle,US,2,10:00am,10:00am
La Cabaña,Seattle,US,3,10:00am,10:00am
La Cabaña,Seattle,US,4,10:00am,10:00am
La Cabaña,Seattle,US,5,10:00am,10:00am
La Cabaña,Seattle,US,6,10:00am,10:00am
La Calle Taqueria Y Carnitas,Denver,US,0,09:00am,09:00am
La Calle Taqueria Y Carnitas,Denver,US,1,09:00am,09:00am
La Calle Taqueria Y Carnitas,Denver,US,2,09:00am,09:00am
La Calle Taqueria Y Carnitas,Denver,US,3,09:00am,09:00am
La Calle Taqueria Y Carnitas,Denver,US,4,09:00am,09:00am
La Calle Taqueria Y Carnitas,Denver,US,5,09:00am,09:00am
La Calle Taqueria Y Carnitas,Denver,US,6,09:00am,09:00am
La Cancun,Boston,US,0,08:00am,08:00am
La Cancun,Boston,US,1,08:00am,08:00am
La Cancun,Boston,US,2,08:00am,08:00am
La Cancun,Boston,US,3,08:00am,08:00am
La Cancun,Boston,US,4,08:00am,08:00am
La Cancun,Boston,US,5,08:00am,08:00am
La Cancun,Boston,US,6,08:00am,08:00am
La Catalana,San Jose,US,0,11:00am,11:00am
La Catalana,San Jose,US,0,5:00pm,5:00pm
La Catalana,San Jose,US,1,11:00am,11:00am
La Catalana,San Jose,US,1,5:00pm,5:00pm
La Catalana,San Jose,US,2,11:00am,11:00am
La Catalana,San Jose,US,2,5:00pm,5:00pm
La Catalana,San Jose,US,3,11:00am,11:00am
La Catalana,San Jose,US,3,5:00pm,5:00pm
La Catalana,San Jose,US,4,11:00am,11:00am
La Catalana,San Jose,US,4,5:00pm,5:00pm
La Catalana,San Jose,US,5,5:00pm,5:00pm
La Catrina,Boston,US,0,10:00am,10:00am
La Catrina,Boston,US,1,10:00am,10:00am
La Catrina,Boston,US,2,10:00am,10:00am
La Catrina,Boston,US,3,10:00am,10:00am
La Catrina,Boston,US,4,10:00am,10:00am
La Catrina,Boston,US,5,10:00am,10:00am
La Catrina,Boston,US,6,10:00am,10:00am
La Cholita,Northbridge,AU,0,5:00pm,5:00pm
La Cholita,Northbridge,AU,1,5:00pm,5:00pm
La Cholita,Northbridge,AU,2,5:00pm,5:00pm
La Cholita,Northbridge,AU,3,5:00pm,5:00pm
La Cholita,Northbridge,AU,4,5:00pm,5:00pm
La Cholita,Northbridge,AU,5,5:00pm,5:00pm
La Cholita,Northbridge,AU,6,0:00pm,0:00pm
La Cigogne,Brooklyn,US,0,11:00am,11:00am
La Cigogne,Brooklyn,US,1,11:00am,11:00am
La Cigogne,Brooklyn,US,2,11:00am,11:00am
La Cigogne,Brooklyn,US,3,11:00am,11:00am
La Cigogne,Brooklyn,US,4,11:00am,11:00am
La Cigogne,Brooklyn,US,5,10:00am,10:00am
La Cigogne,Brooklyn,US,6,10:00am,10:00am
La Cina,Detroit,US,1,11:00am,11:00am
La Cina,Detroit,US,2,11:00am,11:00am
La Cina,Detroit,US,3,11:00am,11:00am
La Cina,Detroit,US,4,11:00am,11:00am
La Cina,Detroit,US,5,11:00am,11:00am
La Cina,Detroit,US,6,09:30am,09:30am
La Citta,Melbourne,AU,0,07:00am,07:00am
La Citta,Melbourne,AU,1,07:00am,07:00am
La Citta,Melbourne,AU,2,07:00am,07:00am
La Citta,Melbourne,AU,3,07:00am,07:00am
La Citta,Melbourne,AU,4,07:00am,07:00am
La Citta,Melbourne,AU,5,07:00am,07:00am
La Citta,Melbourne,AU,6,08:00am,08:00am
La Cocina Oaxaquena,Seattle,US,0,11:00am,11:00am
La Cocina Oaxaquena,Seattle,US,1,11:00am,11:00am
La Cocina Oaxaquena,Seattle,US,2,11:00am,11:00am
La Cocina Oaxaquena,Seattle,US,3,11:00am,11:00am
La Cocina Oaxaquena,Seattle,US,4,11:00am,11:00am
La Cocina Oaxaquena,Seattle,US,5,11:00am,11:00am
La  Contenta,New  York,US,0,4:00pm,4:00pm
La  Contenta,New  York,US,1,4:00pm,4:00pm
La  Contenta,New  York,US,2,4:00pm,4:00pm
La  Contenta,New  York,US,3,11:00am,11:00am
La  Contenta,New  York,US,4,11:00am,11:00am
La  Contenta,New  York,US,5,11:00am,11:00am
La  Contenta,New  York,US,6,11:00am,11:00am
La Costa,San Jose,US,0,10:00am,10:00am
La Costa,San Jose,US,1,10:00am,10:00am
La Costa,San Jose,US,2,10:00am,10:00am
La Costa,San Jose,US,3,10:00am,10:00am
La Costa,San Jose,US,4,10:00am,10:00am
La Costa,San Jose,US,5,10:00am,10:00am
La Costa,San Jose,US,6,10:00am,10:00am
La Cour Bistro and Art Bar,Denver,US,1,4:00pm,4:00pm
La Cour Bistro and Art Bar,Denver,US,2,4:00pm,4:00pm
La Cour Bistro and Art Bar,Denver,US,3,4:00pm,4:00pm
La Cour Bistro and Art Bar,Denver,US,4,4:00pm,4:00pm
La Cour Bistro and Art Bar,Denver,US,5,4:00pm,4:00pm
La Cour Bistro and Art Bar,Denver,US,6,10:00am,10:00am
La Cour Bistro and Art Bar,Denver,US,6,4:00pm,4:00pm
La Crêperie de Hampstead,London,GB,0,1:00pm,1:00pm
La Crêperie de Hampstead,London,GB,1,1:00pm,1:00pm
La Crêperie de Hampstead,London,GB,2,1:00pm,1:00pm
La Crêperie de Hampstead,London,GB,3,1:00pm,1:00pm
La Crêperie de Hampstead,London,GB,4,1:00pm,1:00pm
La Crêperie de Hampstead,London,GB,5,1:00pm,1:00pm
La Crêperie de Hampstead,London,GB,6,1:30pm,1:30pm
La Dolce Vita,Brisbane,AU,0,07:00am,07:00am
La Dolce Vita,Brisbane,AU,1,07:00am,07:00am
La Dolce Vita,Brisbane,AU,2,07:00am,07:00am
La Dolce Vita,Brisbane,AU,3,07:00am,07:00am
La Dolce Vita,Brisbane,AU,4,07:00am,07:00am
La Dolce Vita,Detroit,US,1,11:00am,11:00am
La Dolce Vita,Detroit,US,1,5:00pm,5:00pm
La Dolce Vita,Detroit,US,2,11:00am,11:00am
La Dolce Vita,Detroit,US,2,5:00pm,5:00pm
La Dolce Vita,Detroit,US,3,11:00am,11:00am
La Dolce Vita,Detroit,US,3,5:00pm,5:00pm
La Dolce Vita,Detroit,US,4,11:00am,11:00am
La Dolce Vita,Detroit,US,4,5:00pm,5:00pm
La Dolce Vita,Detroit,US,5,5:00pm,5:00pm
La Dolce Vita,Detroit,US,6,11:00am,11:00am
La Dolce Vita,Detroit,US,6,5:00pm,5:00pm
La Enramada Restaurant,San Jose,US,0,09:00am,09:00am
La Enramada Restaurant,San Jose,US,1,09:00am,09:00am
La Enramada Restaurant,San Jose,US,2,09:00am,09:00am
La Enramada Restaurant,San Jose,US,3,09:00am,09:00am
La Enramada Restaurant,San Jose,US,4,09:00am,09:00am
La Enramada Restaurant,San Jose,US,5,09:00am,09:00am
La Enramada Restaurant,San Jose,US,6,09:00am,09:00am
La Famiglia Giorgio's,Boston,US,0,11:00am,11:00am
La Famiglia Giorgio's,Boston,US,1,11:00am,11:00am
La Famiglia Giorgio's,Boston,US,2,11:00am,11:00am
La Famiglia Giorgio's,Boston,US,3,11:00am,11:00am
La Famiglia Giorgio's,Boston,US,4,11:00am,11:00am
La Famiglia Giorgio's,Boston,US,5,11:00am,11:00am
La Famiglia Giorgio's,Boston,US,6,0:00pm,0:00pm
La Fendee Mediterranean Grill,Houston,US,0,11:00am,11:00am
La Fendee Mediterranean Grill,Houston,US,1,11:00am,11:00am
La Fendee Mediterranean Grill,Houston,US,2,11:00am,11:00am
La Fendee Mediterranean Grill,Houston,US,3,11:00am,11:00am
La Fendee Mediterranean Grill,Houston,US,4,11:00am,11:00am
La Fendee Mediterranean Grill,Houston,US,5,11:00am,11:00am
La Fendee Mediterranean Grill,Houston,US,6,11:00am,11:00am
La Feria,Detroit,US,0,11:00am,11:00am
La Feria,Detroit,US,1,11:00am,11:00am
La Feria,Detroit,US,2,11:00am,11:00am
La Feria,Detroit,US,3,11:00am,11:00am
La Feria,Detroit,US,4,11:00am,11:00am
La Feria,Detroit,US,5,11:00am,11:00am
La Fiorentina,Glasgow,GB,0,0:00pm,0:00pm
La Fiorentina,Glasgow,GB,0,5:30pm,5:30pm
La Fiorentina,Glasgow,GB,1,0:00pm,0:00pm
La Fiorentina,Glasgow,GB,1,5:30pm,5:30pm
La Fiorentina,Glasgow,GB,2,0:00pm,0:00pm
La Fiorentina,Glasgow,GB,2,5:30pm,5:30pm
La Fiorentina,Glasgow,GB,3,0:00pm,0:00pm
La Fiorentina,Glasgow,GB,3,5:30pm,5:30pm
La Fiorentina,Glasgow,GB,4,0:00pm,0:00pm
La Fiorentina,Glasgow,GB,4,5:30pm,5:30pm
La Fiorentina,Glasgow,GB,5,0:00pm,0:00pm
La Fiorentina,Glasgow,GB,5,5:30pm,5:30pm
La Fiorentina,Glasgow,GB,6,1:00pm,1:00pm
La Foret,San Jose,US,1,5:30pm,5:30pm
La Foret,San Jose,US,2,5:30pm,5:30pm
La Foret,San Jose,US,3,5:30pm,5:30pm
La Foret,San Jose,US,4,5:30pm,5:30pm
La Foret,San Jose,US,5,5:30pm,5:30pm
La Foret,San Jose,US,6,10:30am,10:30am
La Foret,San Jose,US,6,5:30pm,5:30pm
La Fresca Pizza,Houston,US,0,11:00am,11:00am
La Fresca Pizza,Houston,US,1,11:00am,11:00am
La Fresca Pizza,Houston,US,2,11:00am,11:00am
La Fresca Pizza,Houston,US,3,11:00am,11:00am
La Fresca Pizza,Houston,US,4,11:00am,11:00am
La Fresca Pizza,Houston,US,5,11:00am,11:00am
La Fresca Pizza,Houston,US,6,11:00am,11:00am
La Frontera,Phoenix,US,0,08:00am,08:00am
La Frontera,Phoenix,US,1,08:00am,08:00am
La Frontera,Phoenix,US,2,08:00am,08:00am
La Frontera,Phoenix,US,3,08:00am,08:00am
La Frontera,Phoenix,US,4,08:00am,08:00am
La Frontera,Phoenix,US,5,08:00am,08:00am
La Frontera,Phoenix,US,6,08:00am,08:00am
La Goulette,Brooklyn,US,0,0:00pm,0:00pm
La Goulette,Brooklyn,US,2,0:00pm,0:00pm
La Goulette,Brooklyn,US,3,0:00pm,0:00pm
La Goulette,Brooklyn,US,4,0:00pm,0:00pm
La Goulette,Brooklyn,US,5,0:00pm,0:00pm
La Goulette,Brooklyn,US,6,0:00pm,0:00pm
La Gourmandina,London,GB,0,08:30am,08:30am
La Gourmandina,London,GB,1,08:30am,08:30am
La Gourmandina,London,GB,2,08:30am,08:30am
La Gourmandina,London,GB,3,08:30am,08:30am
La Gourmandina,London,GB,4,08:30am,08:30am
La Gourmandina,London,GB,5,10:00am,10:00am
La Grande Orange Pizzeria,Phoenix,US,0,4:00pm,4:00pm
La Grande Orange Pizzeria,Phoenix,US,1,4:00pm,4:00pm
La Grande Orange Pizzeria,Phoenix,US,2,4:00pm,4:00pm
La Grande Orange Pizzeria,Phoenix,US,3,4:00pm,4:00pm
La Grande Orange Pizzeria,Phoenix,US,4,11:00am,11:00am
La Grande Orange Pizzeria,Phoenix,US,5,11:00am,11:00am
La Grande Orange Pizzeria,Phoenix,US,6,11:00am,11:00am
La Grange,Houston,US,0,4:00pm,4:00pm
La Grange,Houston,US,1,4:00pm,4:00pm
La Grange,Houston,US,2,4:00pm,4:00pm
La Grange,Houston,US,3,4:00pm,4:00pm
La Grange,Houston,US,4,3:00pm,3:00pm
